"","id","step","action","held","target","yield","max_level","points","total_points","log_total_points","held_shape","held_texture","held_level","target_shape","target_texture","target_level","yield_shape","yield_texture","yield_level","condition"
"1030",31,19,"combine","square_dots_3","circle_checkered_0","square_checkered_4",4,0,10000,9.21034037197618,"square","dots",3,"circle","checkered",0,"square","checkered",4,"hard"
"1031",31,20,"consume","square_checkered_4","","",4,10000,20000,9.90348755253613,"square","checkered",4,"","",0,"","",0,"hard"
"1032",31,21,"combine","square_checkered_0","circle_stripes_0","",4,0,20000,9.90348755253613,"square","checkered",0,"circle","stripes",0,"","",0,"hard"
"1033",31,22,"combine","square_checkered_0","circle_dots_0","square_dots_1",4,0,20000,9.90348755253613,"square","checkered",0,"circle","dots",0,"square","dots",1,"hard"
"1034",31,23,"combine","square_dots_1","circle_stripes_0","",4,0,20000,9.90348755253613,"square","dots",1,"circle","stripes",0,"","",0,"hard"
"1035",31,24,"combine","square_dots_1","circle_plain_0","",4,0,20000,9.90348755253613,"square","dots",1,"circle","plain",0,"","",0,"hard"
"1036",31,25,"combine","square_dots_1","square_checkered_0","",4,0,20000,9.90348755253613,"square","dots",1,"square","checkered",0,"","",0,"hard"
"1037",31,26,"combine","square_dots_1","diamond_stripes_0","",4,0,20000,9.90348755253613,"square","dots",1,"diamond","stripes",0,"","",0,"hard"
"1038",31,27,"consume","square_dots_1","","",4,10,20010,9.90398742757778,"square","dots",1,"","",0,"","",0,"hard"
"1039",31,28,"combine","diamond_checkered_0","triangle_stripes_0","",4,0,20010,9.90398742757778,"diamond","checkered",0,"triangle","stripes",0,"","",0,"hard"
"1040",31,29,"combine","triangle_stripes_0","diamond_checkered_0","triangle_checkered_1",4,0,20010,9.90398742757778,"triangle","stripes",0,"diamond","checkered",0,"triangle","checkered",1,"hard"
"1041",31,30,"combine","triangle_checkered_1","diamond_stripes_0","",4,0,20010,9.90398742757778,"triangle","checkered",1,"diamond","stripes",0,"","",0,"hard"
"1042",31,31,"combine","triangle_checkered_1","diamond_dots_0","triangle_dots_2",4,0,20010,9.90398742757778,"triangle","checkered",1,"diamond","dots",0,"triangle","dots",2,"hard"
"1043",31,32,"combine","triangle_dots_2","diamond_checkered_0","triangle_checkered_3",4,0,20010,9.90398742757778,"triangle","dots",2,"diamond","checkered",0,"triangle","checkered",3,"hard"
"1044",31,33,"combine","triangle_checkered_3","diamond_stripes_0","",4,0,20010,9.90398742757778,"triangle","checkered",3,"diamond","stripes",0,"","",0,"hard"
"1045",31,34,"combine","triangle_checkered_3","diamond_dots_0","triangle_dots_4",4,0,20010,9.90398742757778,"triangle","checkered",3,"diamond","dots",0,"triangle","dots",4,"hard"
"1046",31,35,"consume","triangle_dots_4","","",4,10000,30010,10.3092859384344,"triangle","dots",4,"","",0,"","",0,"hard"
"1047",31,36,"combine","circle_stripes_0","square_stripes_0","circle_stripes_1",4,0,30010,10.3092859384344,"circle","stripes",0,"square","stripes",0,"circle","stripes",1,"hard"
"1048",31,37,"combine","circle_stripes_1","square_plain_0","circle_plain_2",4,0,30010,10.3092859384344,"circle","stripes",1,"square","plain",0,"circle","plain",2,"hard"
"1049",31,38,"combine","circle_plain_2","square_dots_0","circle_dots_3",4,0,30010,10.3092859384344,"circle","plain",2,"square","dots",0,"circle","dots",3,"hard"
"1050",31,39,"combine","circle_dots_3","square_checkered_0","circle_checkered_4",4,0,30010,10.3092859384344,"circle","dots",3,"square","checkered",0,"circle","checkered",4,"hard"
"1051",31,40,"consume","circle_checkered_4","","",4,10000,40010,10.5968847018513,"circle","checkered",4,"","",0,"","",0,"hard"
"1052",32,1,"combine","circle_checkered_0","circle_dots_0","",0,0,0,0,"circle","checkered",0,"circle","dots",0,"","",0,"medium"
"1053",32,2,"combine","circle_checkered_0","triangle_checkered_0","",0,0,0,0,"circle","checkered",0,"triangle","checkered",0,"","",0,"medium"
"1054",32,3,"combine","circle_checkered_0","square_plain_0","circle_plain_1",1,0,0,0,"circle","checkered",0,"square","plain",0,"circle","plain",1,"medium"
"1055",32,4,"combine","circle_plain_1","circle_plain_0","",1,0,0,0,"circle","plain",1,"circle","plain",0,"","",0,"medium"
"1056",32,5,"combine","circle_plain_1","square_stripes_0","circle_stripes_2",2,0,0,0,"circle","plain",1,"square","stripes",0,"circle","stripes",2,"medium"
"1057",32,6,"combine","circle_stripes_2","triangle_checkered_0","",2,0,0,0,"circle","stripes",2,"triangle","checkered",0,"","",0,"medium"
"1058",32,7,"combine","circle_stripes_2","circle_plain_0","",2,0,0,0,"circle","stripes",2,"circle","plain",0,"","",0,"medium"
"1059",32,8,"combine","circle_stripes_2","circle_plain_0","",2,0,0,0,"circle","stripes",2,"circle","plain",0,"","",0,"medium"
"1060",32,9,"combine","circle_stripes_2","square_dots_0","circle_dots_3",3,0,0,0,"circle","stripes",2,"square","dots",0,"circle","dots",3,"medium"
"1061",32,10,"combine","circle_checkered_0","diamond_plain_0","",3,0,0,0,"circle","checkered",0,"diamond","plain",0,"","",0,"medium"
"1062",32,11,"combine","circle_checkered_0","circle_dots_0","",3,0,0,0,"circle","checkered",0,"circle","dots",0,"","",0,"medium"
"1063",32,12,"combine","circle_checkered_0","square_stripes_0","circle_stripes_1",3,0,0,0,"circle","checkered",0,"square","stripes",0,"circle","stripes",1,"medium"
"1064",32,13,"combine","circle_stripes_1","circle_dots_3","",3,0,0,0,"circle","stripes",1,"circle","dots",3,"","",0,"medium"
